name,active_from,active_to,career_length,birth_date,position,trad_position,ppg,trb,ast,fgp,per,ws,height_inches,weight,shooting_hand,hof,college,hs_name,hs_city,hs_state,url
Khyri Thomas,2018,2019,1,1996-05-08,Shooting Guard,Guard,2.3,0.8,0.3,31.9,6.2,0.0,75.0,210.0,Right,0.0,Creighton University,Fork Union Military Academy ,Fork Union,Virginia,/players/t/thomakh01.html
Kurt Thomas,1995,2013,18,1972-10-04,Center,Center,8.1,6.6,1.1,48.6,13.9,64.2,81.0,230.0,Right,0.0,Texas Christian University,Hillcrest ,Dallas,Texas,/players/t/thomaku01.html
Lance Thomas,2011,2019,8,1988-04-24,Small Forward,Forward,5.2,2.6,0.7,41.7,8.3,5.4,80.0,240.0,Right,0.0,Duke University,Saint Benedict's Preparatory School ,Newark,New Jersey,/players/t/thomala01.html
Malcolm Thomas,2011,2015,4,1988-11-08,Power Forward,Forward,1.9,2.4,0.4,43.5,8.4,0.1,81.0,225.0,Right,0.0,"Pepperdine University, San Diego State University",Crawford ,San Diego,California,/players/t/thomama01.html
Ronald Thomas,1972,1976,4,1950-11-19,Power Forward,Forward,4.0,4.1,0.8,46.8,12.6,7.4,78.0,215.0,Right,0.0,University of Louisville,Thomas Jefferson ,Louisville,Kentucky,/players/t/thomaro01.html
Terry Thomas,1975,1976,1,1953-08-20,Power Forward,Forward,2.8,1.3,0.1,43.1,16.3,0.2,80.0,220.0,Right,0.0,University of Detroit Mercy,,,,/players/t/thomate01.html
Tim Thomas,1997,2010,13,1977-02-26,Small Forward,Forward,11.5,4.1,1.5,43.7,14.0,35.2,82.0,230.0,Right,0.0,Villanova University,Paterson Catholic ,Paterson,New Jersey,/players/t/thomati01.html
Tyrus Thomas,2006,2015,9,1986-08-17,Power Forward,Forward,7.7,4.8,0.9,43.8,14.8,13.0,81.0,215.0,Right,0.0,Louisiana State University,McKinley ,Baton Rouge,Louisiana,/players/t/thomaty01.html
Willis Thomas,1967,1968,1,,Shooting Guard,Guard,9.0,1.8,0.9,44.2,12.3,1.5,74.0,185.0,Left,0.0,Tennessee State University,,,,/players/t/thomawi01.html
Trey Thompkins,2011,2012,1,1990-05-20,Center,Center,2.4,1.0,0.1,39.3,12.0,0.0,82.0,245.0,Right,0.0,University of Georgia,Wesleyan School ,Norcross,Georgia,/players/t/thomptr02.html
Bernard Thompson,1984,1989,5,1962-08-30,Shooting Guard,Guard,5.3,1.7,1.3,43.9,10.2,3.4,78.0,210.0,Right,0.0,"California State University, Fresno",South Mountain ,Phoenix,Arizona,/players/t/thompbe01.html
Billy Thompson,1986,1992,6,1963-12-01,Small Forward,Forward,8.6,5.4,1.7,50.5,13.2,9.6,79.0,195.0,Right,0.0,University of Louisville,Camden ,Camden,New Jersey,/players/t/thompbi01.html
Brooks Thompson,1994,1998,4,1970-07-19,Point Guard,Guard,4.5,0.9,1.7,40.9,13.4,2.0,76.0,193.0,Left,0.0,"Texas A&M University, Oklahoma State University",Littleton ,Littleton,Colorado,/players/t/thompbr01.html
Corny Thompson,1982,1983,1,1960-02-05,Power Forward,Forward,2.8,2.7,0.8,31.4,6.0,-0.1,80.0,225.0,Right,0.0,University of Connecticut,Middletown ,Middletown,Connecticut,/players/t/thompco01.html
David Thompson,1975,1984,9,1954-07-13,Shooting Guard,Guard,22.7,4.1,3.3,50.5,19.9,63.3,76.0,195.0,Right,1.0,North Carolina State University,Crest ,Shelby,North Carolina,/players/t/thompda01.html
Dijon Thompson,2005,2007,2,1983-02-23,Shooting Guard,Guard,2.8,1.2,0.2,42.5,16.4,0.2,79.0,195.0,Right,0.0,"University of California, Los Angeles",Redondo Union ,Redondo Beach,California,/players/t/thompdi01.html
George Thompson,1969,1975,6,1947-11-29,Point Guard,Guard,18.6,3.3,3.6,46.5,17.4,30.9,74.0,200.0,Right,0.0,Marquette University,Erasmus Hall ,Brooklyn,New York,/players/t/thompge01.html
Hollis Thompson,2013,2017,4,1991-04-03,Shooting Guard,Guard,7.7,3.1,1.1,41.3,9.6,6.5,80.0,206.0,Right,0.0,Georgetown University,Loyola ,Los Angeles,California,/players/t/thompho01.html
Jack Thompson,1968,1969,1,1946-03-26,Point Guard,Guard,1.0,0.5,1.0,33.3,5.0,0.0,73.0,185.0,Right,0.0,University of South Carolina,,,,/players/t/thompja01.html
Jason Thompson,2008,2016,8,1986-07-21,Center,Center,8.9,6.6,1.1,49.6,13.5,23.8,83.0,250.0,Right,0.0,Rider University,Lenape ,Medford,New Jersey,/players/t/thompja02.html
John Thompson,1964,1966,2,1941-09-02,Center,Center,3.5,3.5,0.3,41.0,10.2,2.1,82.0,225.0,Right,0.0,Providence College,Archbishop Carroll ,Washington,District of Columbia,/players/t/thompjo01.html
Kevin Thompson,1993,1994,1,1971-02-07,Center,Center,0.9,0.9,0.2,42.9,4.9,0.0,83.0,260.0,Right,0.0,North Carolina State University,Glenn ,Winston-Salem,North Carolina,/players/t/thompke01.html
Klay Thompson,2011,2019,8,1990-02-08,Shooting Guard,Guard,19.5,3.5,2.3,45.9,16.4,46.8,79.0,215.0,Right,0.0,Washington State University,Santa Margarita Catholic ,Rancho Santa Margarita,California,/players/t/thompkl01.html
LaSalle Thompson,1982,1997,15,1961-06-23,Center,Center,7.9,6.8,1.2,49.2,13.6,35.0,82.0,245.0,Right,0.0,University of Texas at Austin,Withrow ,Cincinnati,Ohio,/players/t/thompla01.html
Mychal Thompson,1978,1991,13,1955-01-30,Center,Center,13.7,7.4,2.3,50.4,15.7,59.1,82.0,226.0,Right,0.0,University of Minnesota,Jackson ,Miami,Florida,/players/t/thompmy01.html
Mychel Thompson,2011,2012,1,1988-06-01,Shooting Guard,Guard,3.6,1.0,1.4,29.2,2.2,-0.2,78.0,211.0,Right,0.0,Pepperdine University,Santa Margarita ,Rancho Santa Margarita,California,/players/t/thompmy02.html
Paul Thompson,1983,1986,3,1961-05-25,Small Forward,Forward,8.9,3.5,1.5,43.2,13.7,4.9,78.0,210.0,Right,0.0,Tulane University,Peabody ,Alexandria,Louisiana,/players/t/thomppa01.html
Stephen Thompson,1991,1992,1,1968-12-02,Shooting Guard,Guard,1.6,1.0,0.4,37.8,11.5,0.0,76.0,185.0,Right,0.0,Syracuse University,Crenshaw ,Los Angeles,California,/players/t/thompst01.html
Tristan Thompson,2011,2019,8,1991-03-13,Center,Center,9.2,8.6,0.9,51.9,15.4,40.0,82.0,238.0,Left Right,0.0,University of Texas at Austin,Findlay College Prep ,Henderson,Nevada,/players/t/thomptr01.html
Skip Thoren,1967,1970,3,1943-04-05,Center,Center,13.2,11.0,1.9,46.5,18.6,13.0,82.0,230.0,Right,0.0,University of Illinois at Urbana-Champaign,East ,Rockford,Illinois,/players/t/thoresk01.html
Rod Thorn,1963,1971,8,1941-05-23,Shooting Guard,Guard,10.8,3.1,2.6,43.3,14.5,17.2,76.0,195.0,Right,0.0,West Virginia University,Princeton ,Princeton,West Virginia,/players/t/thornro01.html
Al Thornton,2007,2011,4,1983-12-07,Small Forward,Forward,11.9,4.2,1.2,45.2,12.3,6.1,80.0,220.0,Right,0.0,Florida State University,Perry ,Perry,Georgia,/players/t/thornal01.html
Bob Thornton,1985,1996,11,1962-07-10,Power Forward,Forward,3.0,2.5,0.3,44.4,6.2,1.3,82.0,225.0,Right,0.0,"University of California, Irvine",Mission Viejo ,Mission Viejo,California,/players/t/thornbo01.html
Dallas Thornton,1968,1970,2,1946-09-01,Small Forward,Forward,6.8,2.8,1.5,43.3,9.0,1.3,76.0,190.0,Right,0.0,Kentucky Wesleyan College,Male ,Louisville,Kentucky,/players/t/thornda01.html
Marcus Thornton,2009,2017,8,1987-06-05,Shooting Guard,Guard,11.9,2.8,1.4,42.5,15.5,20.0,76.0,205.0,Right,0.0,Louisiana State University,Tara ,Baton Rouge,Louisiana,/players/t/thornma01.html
Sindarius Thornwell,2017,2019,2,1994-11-15,Shooting Guard,Guard,2.5,1.3,0.6,41.5,7.6,1.0,77.0,215.0,Right,0.0,University of South Carolina,Oak Hill Academy ,Mouth of Wilson,Virginia,/players/t/thornsi01.html
Otis Thorpe,1984,2001,17,1962-08-05,Center,Center,14.0,8.2,2.2,54.6,16.0,106.4,81.0,225.0,Right,0.0,Providence College,Lake Worth Community ,Lake Worth,Florida,/players/t/thorpot01.html
Sedale Threatt,1983,1997,14,1961-09-10,Shooting Guard,Guard,9.8,1.8,3.8,48.5,14.7,48.0,74.0,175.0,Right,0.0,West Virginia University Institute of Technology,Therrell ,Atlanta,Georgia,/players/t/threase01.html
Nate Thurmond,1963,1977,14,1941-07-25,Center,Center,15.0,15.0,2.7,42.1,16.5,78.0,83.0,225.0,Right,1.0,Bowling Green State University,Central ,Akron,Ohio,/players/t/thurmna01.html
Mel Thurston,1947,1948,1,1919-01-16,Point Guard,Guard,5.6,,0.3,28.3,,-0.1,72.0,175.0,Right,0.0,Canisius College,,,,/players/t/thursme01.html
Hal Tidrick,1948,1949,1,1915-08-04,Small Forward,Forward,9.0,,1.7,31.5,,2.5,73.0,190.0,Right,0.0,Washington & Jefferson College,,,,/players/t/tidriha01.html
Dan Tieman,1962,1963,1,1940-11-30,Point Guard,Guard,1.2,0.8,0.9,26.3,4.1,-0.5,72.0,185.0,Right,0.0,Thomas More College,Covington Catholic ,Covington,Kentucky,/players/t/tiemada01.html
Darren Tillis,1982,1984,2,1960-02-23,Center,Center,3.4,2.5,0.3,42.3,10.0,0.9,83.0,215.0,Right,0.0,Cleveland State University,Lincoln ,Dallas,Texas,/players/t/tillida01.html
Jack Tingle,1947,1949,2,1924-12-30,Small Forward,Forward,2.3,,0.2,25.9,,0.4,76.0,205.0,Right,0.0,University of Kentucky,Trimble ,Bedford,Kentucky,/players/t/tinglja01.html
George Tinsley,1969,1972,3,1946-09-19,Small Forward,Forward,5.3,2.9,0.9,42.2,11.2,3.1,77.0,205.0,Right,0.0,Kentucky Wesleyan College,Male ,Louisville,Kentucky,/players/t/tinslge01.html
Jamaal Tinsley,2001,2014,13,1978-02-28,Point Guard,Guard,8.5,2.9,6.1,39.3,13.6,17.2,75.0,195.0,Right,0.0,Iowa State University,Samuel J. Tilden ,Brooklyn,New York,/players/t/tinslja01.html
Wayman Tisdale,1985,1997,12,1964-06-09,Power Forward,Forward,15.3,6.1,1.3,50.5,15.7,45.7,81.0,240.0,Left,0.0,University of Oklahoma,Booker T. Washington ,Tulsa,Oklahoma,/players/t/tisdawa01.html
Mike Tobey,2016,2017,1,1994-10-10,Center,Center,1.0,1.5,0.5,25.0,-0.1,0.0,84.0,260.0,Right,0.0,University of Virginia,Blair Academy ,Blairstown,New Jersey,/players/t/tobeymi01.html
Mike Todorovich,1949,1951,2,1923-06-11,Power Forward,Forward,11.0,6.9,2.9,30.9,,5.3,77.0,220.0,Right,0.0,University of Wyoming,Soldan ,St. Louis,Missouri,/players/t/todormi01.html
Ray Tolbert,1981,1989,8,1958-09-10,Power Forward,Forward,3.6,2.3,0.5,49.5,9.8,2.9,81.0,225.0,Right,0.0,Indiana University,Madison Heights ,Anderson,Indiana,/players/t/tolbera01.html
Tom Tolbert,1988,1995,7,1965-10-16,Power Forward,Forward,6.5,4.0,0.9,46.0,10.5,6.6,79.0,235.0,Right,0.0,"University of California, Irvine, University of Arizona",Artesia HS ,Lakewood,California,/players/t/tolbeto01.html
Anthony Tolliver,2008,2019,11,1985-06-01,Small Forward,Forward,6.4,3.4,0.9,41.8,11.2,25.4,80.0,250.0,Right,0.0,Creighton University,Kickapoo ,Springfield,Missouri,/players/t/tollian01.html
Dean Tolson,1974,1978,4,1951-11-25,Power Forward,Forward,5.0,2.2,0.4,54.6,20.1,2.2,80.0,190.0,Right,0.0,University of Arkansas,Central ,Kansas City,Missouri,/players/t/tolsode01.html
Rudy Tomjanovich,1970,1981,11,1948-11-24,Power Forward,Forward,17.4,8.1,2.0,50.1,16.9,70.4,80.0,218.0,Right,0.0,University of Michigan,Hamtramck ,Hamtramck,Michigan,/players/t/tomjaru01.html
Andrew Toney,1980,1988,8,1957-11-23,Shooting Guard,Guard,15.9,2.2,4.2,50.0,16.1,26.9,75.0,178.0,Right,0.0,University of Louisiana at Lafayette,Glenn ,Birmingham,Alabama,/players/t/toneyan01.html
Sedric Toney,1985,1994,9,1962-04-13,Point Guard,Guard,3.7,0.9,2.1,36.5,7.8,0.0,74.0,178.0,Right,0.0,University of Dayton,Wilbur Wright ,Dayton,Ohio,/players/t/toneyse01.html
Andy Tonkovich,1948,1949,1,1922-11-01,Point Guard,Guard,2.6,,0.6,26.8,,-0.4,73.0,185.0,Right,0.0,Marshall University,Union ,Benwood,West Virginia,/players/t/tonkoan01.html
Andy Toolson,1990,1996,6,1966-01-19,Small Forward,Forward,2.7,1.2,0.5,39.7,8.0,0.6,78.0,210.0,Right,0.0,Brigham Young University,Twin Falls ,Twin Falls,Idaho,/players/t/toolsan01.html
Jack Toomay,1947,1950,3,1922-08-09,Center,Center,6.7,,0.9,37.6,,6.3,78.0,215.0,Right,0.0,University of the Pacific,,,,/players/t/toomaja01.html
Bernard Toone,1979,1980,1,1956-07-14,Power Forward,Forward,2.4,1.5,0.5,35.9,8.9,-0.1,81.0,210.0,Right,0.0,Marquette University,Gorton ,Yonkers,New York,/players/t/toonebe01.html
Irv Torgoff,1946,1949,3,1917-03-06,Small Forward,Forward,6.8,,0.7,24.6,,6.5,74.0,192.0,Right,0.0,Long Island University,Tilden ,Brooklyn,New York,/players/t/torgoir01.html
Gene Tormohlen,1962,1970,8,1937-05-12,Center,Center,4.4,4.1,0.9,41.1,11.9,2.3,80.0,230.0,Right,0.0,University of Tennessee,Holland ,Holland,Indiana,/players/t/tormobu01.html
Oscar Torres,2001,2003,2,1976-12-18,Shooting Guard,Guard,5.4,1.6,0.5,40.1,11.7,1.1,78.0,210.0,Right,0.0,,,,,/players/t/torreos01.html
Bill Tosheff,1951,1954,3,1926-06-02,Point Guard,Guard,9.2,3.0,3.3,31.5,11.2,5.2,73.0,175.0,Right,0.0,Indiana University,Froebel ,Gary,Indiana,/players/t/toshebi01.html
Bob Tough,1948,1950,2,1920-08-28,Point Guard,Guard,7.1,,1.7,27.8,,-0.8,72.0,185.0,Right,0.0,St. John's University,Jamaica ,Jamaica,New York,/players/t/toughbo01.html
Axel Toupane,2015,2017,2,1992-07-23,Small Forward,Forward,3.5,1.3,0.6,38.0,7.0,0.4,79.0,197.0,Right,0.0,,,,,/players/t/toupaax01.html
Monte Towe,1975,1977,2,1953-09-27,Point Guard,Guard,2.8,0.8,1.9,40.4,9.6,0.2,67.0,150.0,Right,0.0,North Carolina State University,Oak Hill ,Oak Hill,Indiana,/players/t/towemo01.html
Keith Tower,1993,1997,4,1970-05-15,Center,Center,1.8,1.3,0.1,42.9,5.9,0.0,83.0,250.0,Right,0.0,University of Notre Dame,Moon ,Coraopolis,Pennsylvania,/players/t/towerke01.html
Blackie Towery,1948,1950,2,1920-06-20,Power Forward,Forward,9.4,,2.4,29.3,,4.2,76.0,210.0,Right,0.0,Western Kentucky University,Shady Grove ,Shady Grove,Kentucky,/players/t/towerbl01.html
Linton Townes,1982,1985,3,1959-11-30,Small Forward,Forward,4.3,1.1,0.5,44.0,11.5,0.6,79.0,190.0,Right,0.0,James Madison University,Covington ,Covington,Virginia,/players/t/towneli01.html
Karl-Anthony Towns,2015,2019,4,1995-11-15,Center,Center,22.3,11.9,2.6,53.7,25.0,45.4,84.0,248.0,Right,0.0,University of Kentucky,St. Joseph ,Metuchen,New Jersey,/players/t/townska01.html
Raymond Townsend,1978,1982,4,1955-12-20,Shooting Guard,Guard,4.8,1.0,1.4,41.1,9.8,1.0,75.0,175.0,Right,0.0,"University of California, Los Angeles",Camden ,San Jose,California,/players/t/townsra01.html
George Trapp,1971,1977,6,1948-07-11,Power Forward,Forward,8.8,3.9,1.0,44.4,13.3,8.4,80.0,205.0,Right,0.0,"California State University, Long Beach",Highland Park ,Highland Park,Michigan,/players/t/trappge01.html
John Trapp,1968,1973,5,1945-10-02,Small Forward,Forward,7.2,4.4,1.0,42.0,10.7,6.4,79.0,210.0,Right,0.0,"University of Nevada, Las Vegas",Highland Park ,Highland Park,Michigan,/players/t/trappjo01.html
Robert Traylor,1998,2005,7,1977-02-01,Center,Center,4.8,3.7,0.7,47.4,14.5,13.3,80.0,284.0,Right,0.0,University of Michigan,Murray-Wright ,Detroit,Michigan,/players/t/traylro01.html
Gary Trent,1995,2004,9,1974-09-22,Small Forward,Forward,8.6,4.5,1.0,50.1,15.9,23.2,80.0,250.0,Right,0.0,Ohio University,Hamilton Township ,Columbus,Ohio,/players/t/trentga01.html
Gary Trent,2018,2019,1,1999-01-18,Shooting Guard,Guard,2.7,0.7,0.3,32.0,3.6,-0.2,78.0,205.0,Right,0.0,Duke University,Prolific Prep ,Napa,California,/players/t/trentga02.html
Jeff Trepagnier,2001,2004,3,1979-07-11,Shooting Guard,Guard,2.8,1.4,0.7,33.7,9.5,-0.2,76.0,200.0,Left,0.0,University of Southern California,Compton ,Compton,California,/players/t/trepaje01.html
John Tresvant,1964,1973,9,1939-11-06,Power Forward,Forward,9.2,6.3,1.4,45.1,13.5,24.4,79.0,215.0,Right,0.0,Seattle University,Spingarn ,Washington,District of Columbia,/players/t/tresvjo01.html
Allonzo Trier,2018,2019,1,1996-01-17,Shooting Guard,Guard,10.9,3.1,1.9,44.8,12.2,0.9,77.0,200.0,Right,0.0,University of Arizona,Findlay Prep ,Henderson,Nevada,/players/t/trieral01.html
Dick Triptow,1948,1950,2,1922-11-03,Point Guard,Guard,5.7,,1.6,27.5,,1.4,72.0,170.0,Right,0.0,DePaul University,Lane Technical ,Chicago,Illinois,/players/t/triptdi01.html
Kelly Tripucka,1981,1991,10,1959-02-16,Small Forward,Forward,17.2,3.8,3.0,47.3,16.2,44.4,78.0,220.0,Right,0.0,University of Notre Dame,Bloomfield ,Bloomfield,New Jersey,/players/t/tripuke01.html
Ansley Truitt,1972,1973,1,1950-08-24,Power Forward,Forward,2.4,2.4,0.1,42.9,12.9,-0.1,81.0,215.0,Right,0.0,University of California,Wilson ,San Francisco,California,/players/t/truitan01.html
Cezary Trybanski,2002,2004,2,1979-09-22,Center,Center,0.7,0.7,0.0,20.8,-3.0,-0.5,86.0,240.0,Right,0.0,,,,,/players/t/trybace01.html
Jake Tsakalidis,2000,2007,7,1979-06-10,Center,Center,4.8,3.9,0.3,49.0,11.8,9.9,86.0,285.0,Right,0.0,,,,,/players/t/tsakaja01.html
John Tschogl,1972,1975,3,1950-04-25,Small Forward,Forward,2.5,1.8,0.6,35.6,7.3,-0.3,78.0,206.0,Right,0.0,"University of California, Santa Barbara",Hilltop ,Chula Vista,California,/players/t/tschojo01.html
Lou Tsioropoulos,1956,1959,3,1930-08-31,Small Forward,Forward,5.8,4.8,1.1,31.5,7.7,2.1,77.0,190.0,Right,0.0,University of Kentucky,English ,Lynn,Massachusetts,/players/t/tsiorlo01.html
Nikoloz Tskitishvili,2002,2006,4,1983-04-14,Power Forward,Forward,2.9,1.8,0.7,30.4,5.2,-1.6,84.0,225.0,Right,0.0,,,,,/players/t/tskitni01.html
Al Tucker,1967,1972,5,1943-02-24,Power Forward,Forward,10.1,4.9,1.0,45.6,13.1,11.1,80.0,190.0,Right,0.0,Oklahoma Baptist University,Jefferson Township ,Dayton,Ohio,/players/t/tuckeal01.html
Alando Tucker,2007,2010,3,1984-02-11,Shooting Guard,Guard,4.1,1.0,0.3,42.3,13.0,0.4,78.0,205.0,Right,0.0,University of Wisconsin,Township ,Lockport,Illinois,/players/t/tuckeal02.html
Anthony Tucker,1994,1995,1,1969-04-04,Small Forward,Forward,3.9,2.7,1.1,45.7,9.2,0.6,80.0,220.0,Right,0.0,"Georgetown University, Wake Forest University",McKinley ,Washington,District of Columbia,/players/t/tuckean01.html
Jim Tucker,1954,1957,3,1932-12-11,Power Forward,Forward,4.1,3.5,0.5,34.9,8.5,1.3,79.0,185.0,Right,0.0,Duquesne University,,,,/players/t/tuckeji01.html
P.J. Tucker,2006,2019,13,1985-05-05,Shooting Guard,Guard,7.4,5.7,1.4,42.2,10.9,30.0,78.0,245.0,Right,0.0,University of Texas at Austin,Enloe ,Raleigh,North Carolina,/players/t/tuckepj01.html
Trent Tucker,1982,1993,11,1959-12-20,Shooting Guard,Guard,8.2,2.0,2.0,46.1,12.9,34.3,77.0,193.0,Right,0.0,University of Minnesota,Flint Northwestern ,Flint,Michigan,/players/t/tucketr01.html
Ronny Turiaf,2005,2015,10,1983-01-13,Center,Center,4.7,3.7,1.3,53.3,13.8,19.2,82.0,249.0,Right,0.0,Gonzaga University,Institut National du Sport et de l'Education Physique ,Paris,France,/players/t/turiaro01.html
Mirsad Turkcan,1999,2000,1,1976-06-07,Power Forward,Forward,1.9,1.9,0.3,36.8,11.1,0.0,81.0,236.0,Right,0.0,,,,,/players/t/turkcmi01.html
Hedo Turkoglu,2000,2015,15,1979-03-19,Power Forward,Forward,11.1,4.0,2.8,42.6,14.3,63.3,82.0,220.0,Right,0.0,,,,,/players/t/turkohe01.html
Andre Turner,1986,1992,6,1964-12-13,Point Guard,Guard,4.5,1.5,3.1,42.2,12.0,1.8,71.0,160.0,Right,0.0,University of Memphis,Mitchell ,Memphis,Tennessee,/players/t/turnean01.html
Bill Turner,1967,1973,6,1944-02-18,Small Forward,Forward,5.4,3.5,0.6,40.7,10.7,4.8,79.0,220.0,Right,0.0,University of Akron,,,,/players/t/turnebi01.html
Elston Turner,1981,1989,8,1959-06-10,Small Forward,Forward,4.7,2.7,1.8,43.2,9.6,8.5,77.0,190.0,Right,0.0,University of Mississippi,Austin-East ,Knoxville,Tennessee,/players/t/turneel01.html
Evan Turner,2010,2019,9,1988-10-27,Point Guard,Guard,9.9,4.7,3.5,43.5,12.0,20.5,79.0,220.0,Right,0.0,Ohio State University,St. Joseph ,Westchester,Illinois,/players/t/turneev01.html
Gary Turner,1967,1968,1,,Small Forward,Forward,3.0,1.5,0.0,100.0,10.1,0.1,79.0,200.0,Right,0.0,Texas Christian University,,,,/players/t/turnega01.html
Henry Turner,1989,1995,6,1966-08-18,Power Forward,Forward,3.4,1.2,0.4,45.3,13.7,0.4,79.0,200.0,Right,0.0,"California State University, Fullerton",Fremont ,Oakland,California,/players/t/turnehe02.html
Herschell Turner,1967,1968,1,1938-03-29,Point Guard,Guard,3.2,1.8,1.1,32.1,2.2,-0.6,74.0,195.0,Right,0.0,University of Nebraska,Shortridge ,Shortridge,Indiana,/players/t/turnehe01.html
Jack Turner,1954,1955,1,1930-06-29,Small Forward,Forward,4.3,2.4,1.2,36.0,10.5,0.6,76.0,170.0,Right,0.0,Western Kentucky University,,,,/players/t/turneja01.html
Jack Turner,1961,1962,1,1939-06-05,Shooting Guard,Guard,4.8,2.0,1.0,38.0,8.7,0.0,77.0,200.0,Right,0.0,University of Louisville,Newport ,Newport,Kentucky,/players/t/turneja02.html
Jeff Turner,1984,1996,12,1962-04-09,Power Forward,Forward,6.0,3.3,1.0,46.7,8.4,8.9,81.0,230.0,Left,0.0,Vanderbilt University,Brandon ,Brandon,Florida,/players/t/turneje01.html
John Turner,1991,1992,1,1967-11-30,Small Forward,Forward,2.8,1.9,0.3,43.9,7.8,-0.1,80.0,245.0,Right,0.0,"Georgetown University, Phillips University",Eleanor Roosevelt ,Greenbelt,Maryland,/players/t/turnejo01.html
Myles Turner,2015,2019,4,1996-03-24,Center,Center,12.9,6.7,1.2,49.5,17.4,22.1,83.0,250.0,Right,0.0,University of Texas at Austin,Trinity ,Euless,Texas,/players/t/turnemy01.html
Wayne Turner,1999,2000,1,1976-03-22,Point Guard,Guard,1.3,1.0,1.7,16.7,-1.7,-0.1,74.0,190.0,Right,0.0,University of Kentucky,Beaver Country Day ,Chestnut Hill,Massachusetts,/players/t/turnewa01.html
Melvin Turpin,1984,1990,6,1960-12-28,Center,Center,8.5,4.6,0.5,51.6,14.3,13.7,83.0,240.0,Right,0.0,University of Kentucky,Bryan Station ,Lexington,Kentucky,/players/t/turpime01.html
Dave Twardzik,1972,1980,8,1950-09-20,Point Guard,Guard,9.3,2.4,3.4,52.7,13.8,33.4,73.0,175.0,Left,0.0,Old Dominion University,Middletown ,Middletown,Pennsylvania,/players/t/twardda01.html
Jack Twyman,1955,1966,11,1934-05-11,Shooting Guard,Guard,19.2,6.6,2.3,45.0,17.8,75.0,78.0,210.0,Right,1.0,University of Cincinnati,Central Catholic ,Pittsburgh,Pennsylvania,/players/t/twymaja01.html
B.J. Tyler,1994,1995,1,1971-04-30,Point Guard,Guard,3.5,1.1,3.2,38.1,8.5,-0.7,73.0,185.0,Right,0.0,"DePaul University, University of Texas at Austin",Lincoln ,Port Arthur,Texas,/players/t/tylerbj01.html
Jeremy Tyler,2011,2014,3,1991-06-21,Center,Center,3.6,2.6,0.2,45.0,11.1,0.3,82.0,260.0,Right,0.0,,San Diego ,San Diego,California,/players/t/tylerje01.html
Terry Tyler,1978,1989,11,1956-10-30,Power Forward,Forward,10.2,5.4,1.2,48.4,14.6,40.8,79.0,215.0,Right,0.0,University of Detroit Mercy,Northwestern ,Detroit,Michigan,/players/t/tylerte01.html
Charlie Tyra,1957,1962,5,1935-08-16,Center,Center,8.9,7.4,0.9,38.7,11.9,5.0,80.0,230.0,Right,0.0,University of Louisville,Atherton ,Louisville,Kentucky,/players/t/tyrach01.html
Edwin Ubiles,2011,2012,1,1986-11-26,Small Forward,Forward,3.5,2.5,0.3,27.8,7.3,0.0,78.0,204.0,Right,0.0,Siena College,Saint Thomas More ,Oakdale,Connecticut,/players/u/ubileed01.html
Ekpe Udoh,2010,2019,9,1987-05-20,Center,Center,3.5,2.9,0.7,45.3,12.0,10.4,82.0,245.0,Right,0.0,"University of Michigan, Baylor University",Sante Fe ,Edmond,Oklahoma,/players/u/udohek01.html
Ime Udoka,2003,2011,8,1977-08-09,Power Forward,Forward,5.2,2.9,1.0,41.7,10.8,8.8,78.0,215.0,Right,0.0,"University of San Francisco, Portland State University",Jefferson ,Portland,Oregon,/players/u/udokaim01.html
Beno Udrih,2004,2017,13,1982-07-05,Shooting Guard,Guard,8.4,2.1,3.4,46.3,14.0,31.4,75.0,205.0,Left,0.0,,,,,/players/u/udrihbe01.html
Roko Ukic,2008,2010,2,1984-05-12,Point Guard,Guard,4.0,0.9,1.9,38.7,10.0,-0.2,77.0,183.0,Right,0.0,,,,,/players/u/ukicro01.html
Tyler Ulis,2016,2019,3,1996-01-05,Point Guard,Guard,7.5,1.7,4.0,40.3,11.3,0.5,70.0,160.0,Right,0.0,University of Kentucky,Marian Catholic ,Chicago Heights,Illinois,/players/u/ulisty01.html
Wes Unseld,1968,1981,13,1946-03-14,Center,Center,10.8,14.0,3.9,50.9,16.0,110.1,79.0,245.0,Right,1.0,University of Louisville,Seneca ,Louisville,Kentucky,/players/u/unselwe01.html
Hal Uplinger,1953,1954,1,1929-09-30,Shooting Guard,Guard,3.7,1.3,1.1,35.1,10.7,0.1,76.0,185.0,Right,0.0,Long Island University,,,,/players/u/uplinha01.html
Kelvin Upshaw,1988,1991,3,1963-01-24,Shooting Guard,Guard,5.4,1.2,2.1,45.3,13.1,1.6,74.0,180.0,Right,0.0,University of Utah,Marshall ,Chicago,Illinois,/players/u/upshake01.html
Jarrod Uthoff,2016,2017,1,1993-05-19,Power Forward,Forward,4.4,2.4,1.0,42.1,13.9,0.2,81.0,221.0,Right,0.0,University of Iowa,Jefferson ,Cedar Rapids,Iowa,/players/u/uthofja01.html
Ben Uzoh,2010,2012,2,1988-03-19,Point Guard,Guard,4.0,2.1,2.2,39.5,13.0,0.7,75.0,205.0,Right,0.0,University of Tulsa,Warren ,San Antonio,Texas,/players/u/uzohbe01.html
